id,name,cluster,fitness,gdp
40,Austria,2,1.1090421489650937,38200.0
56,Belgium,0,2.983200358812572,35300.0
100,Bulgaria,0,0.15157344392770694,5800.0
191,Croatia,0,0.07912746770962745,10300.0
196,Cyprus,1,0.010174366243773159,21000.0
203,Czechia,2,1.0196589971650671,15000.0
208,Denmark,1,0.7016636936666357,46100.0
233,Estonia,0,0.11794439699975595,14300.0
246,Finland,0,0.4889941573473519,37400.0
251,France,1,3.4856976089804195,32100.0
276,Germany,2,8.727671875083239,35000.0
300,Greece,0,0.14988929798205566,16500.0
348,Hungary,2,0.4977832293851089,10300.0
372,Ireland,1,0.6310691904508328,38900.0
381,Italy,2,4.515860948714759,26500.0
428,Latvia,0,0.06505694917950182,11300.0
440,Lithuania,0,0.1681772279644611,11800.0
442,Luxembourg,2,0.09396595902768833,85300.0
470,Malta,0,0.011473480391529357,17900.0
528,Netherlands,0,3.4022370208247104,39300.0
616,Poland,2,1.296048892016034,10300.0
620,Portugal,0,0.6711972800365276,16300.0
642,Romania,2,0.32895148189649154,7200.0
703,Slovakia,2,0.3551498660197159,13700.0
705,Slovenia,2,0.15858571190441462,17600.0
752,Sweden,2,0.8782045343251759,45400.0
724,Spain,2,1.9873261607087425,22000.0
826,United Kingdom,1,2.6838127036959047,32400.0
