id,name,cluster,fitness,gdp
40,Austria,2,1.18001431829604,27400.0
56,Belgium,1,3.2400063303778914,25800.0
100,Bulgaria,0,0.0750843263758555,2000.0
191,Croatia,0,0.06956054882885823,6000.0
196,Cyprus,0,0.010897651870968418,16500.0
203,Czechia,1,0.650077814501003,7400.0
208,Denmark,2,0.977247678569268,34400.0
233,Estonia,2,0.0554264375332648,5000.0
246,Finland,2,0.7405510905282501,27800.0
251,France,1,5.146470963779723,25100.0
276,Germany,1,10.281403457021485,26700.0
300,Greece,0,0.17234108047352706,14000.0
348,Hungary,2,0.4006667882237141,5900.0
372,Ireland,2,1.1122576403733129,31600.0
381,Italy,1,5.709367860609688,22800.0
428,Latvia,0,0.027426297821459743,4000.0
440,Lithuania,0,0.0551384829588822,3900.0
442,Luxembourg,2,0.15311675060862434,53800.0
470,Malta,0,0.01623453424056277,11600.0
528,Netherlands,2,2.9953454338246126,30000.0
616,Poland,0,0.6295902731938156,5600.0
620,Portugal,1,0.5347386898743981,13100.0
642,Romania,0,0.14097349658089514,
703,Slovakia,1,0.1824260921981688,4400.0
705,Slovenia,1,0.1628778924755313,11700.0
752,Sweden,2,1.1853345027151223,30100.0
724,Spain,1,2.1014610925380617,17200.0
826,United Kingdom,2,4.6465110073654365,30700.0
